date,subways_total_estimated_ridership,subways_%_of_comparable_pre_pandemic_day,buses_total_estimated_ridership,buses_%_of_comparable_pre_pandemic_day,lirr_total_estimated_ridership,lirr_%_of_comparable_pre_pandemic_day,metro_north_total_estimated_ridership,metro_north_%_of_comparable_pre_pandemic_day,access_a_ride_total_scheduled_trips,access_a_ride_%_of_comparable_pre_pandemic_day,bridges_and_tunnels_total_traffic,bridges_and_tunnels_%_of_comparable_pre_pandemic_day,staten_island_railway_total_estimated_ridership,staten_island_railway_%_of_comparable_pre_pandemic_day,weekday,is_weekend,total_ridership,pct_change_vs_2019,outlier
2024-05-05,1889174,79,578132,60,99491,102,87988,85,20709,122,819681,96,2571,73,6,1,2678065,2789651.041666667,0
2024-05-06,3652105,64,1295794,57,229643,72,200506,70,33424,114,930298,97,6869,39,0,0,5418341,5585918.556701031,0
2024-05-07,4098321,72,1375535,60,250953,79,227303,79,36309,123,954763,99,7966,46,1,0,5996387,6056956.565656565,0
2024-05-08,4087477,71,1350511,59,244202,76,221059,77,36981,126,969162,101,7623,44,2,0,5947853,5888963.366336633,0
2024-05-09,4086528,71,1354139,60,247959,78,218370,76,35927,122,999321,104,7344,42,3,0,5950267,5721410.576923077,0
2024-05-10,3677268,64,1212090,53,228020,71,195091,68,34539,117,1001911,104,5894,34,4,0,5352902,5147021.153846154,0
2024-05-11,2648580,83,845713,61,134051,113,117308,78,22810,132,1004157,105,3078,63,5,1,3771540,3591942.8571428573,0
2024-05-12,1858872,78,559614,58,114118,117,98717,95,24531,144,930720,109,1755,50,6,1,2657607,2438171.5596330278,0
2024-05-13,3703066,65,1264180,56,244216,76,209794,73,31980,109,953646,99,7137,41,0,0,5460373,5515528.282828283,0
2024-05-14,4116655,72,1343633,59,260745,82,226656,79,35800,122,964136,100,7698,44,1,0,5991187,5991187.0,0
2024-05-15,4114615,72,1288427,57,248434,78,219840,77,36951,126,942648,98,7856,45,2,0,5916123,6036860.204081632,0
2024-05-16,4105026,72,1306481,57,243988,76,215601,75,35940,122,985179,102,7590,44,3,0,5914626,5798652.94117647,0
2024-05-17,3816914,67,1270674,56,241980,76,215838,75,34945,119,1023765,106,6569,38,4,0,5586920,5270679.245283019,0
2024-05-18,2691368,84,792454,57,131709,111,130279,86,21562,125,969098,101,2855,59,5,1,3770227,3732898.0198019804,0
2024-05-19,2121485,89,657256,68,112130,115,106408,102,22305,131,939438,110,2228,63,6,1,3021812,2747101.818181818,0
2024-05-20,3682061,64,1291703,57,236846,74,216450,76,32417,110,956799,99,7160,41,0,0,5466637,5521855.555555555,0
2024-05-21,4029557,70,1349876,59,252506,79,234587,82,35819,122,962058,100,7775,45,1,0,5910120,5910120.0,0
2024-05-22,4104021,72,1357841,60,258544,81,233098,81,36940,126,975096,101,8086,46,2,0,5998530,5939138.613861386,0
2024-05-23,3863099,68,1275297,56,250848,79,215083,75,34785,118,1011195,105,7442,43,3,0,5646554,5377670.476190476,0
2024-05-24,3583244,63,1243655,55,250907,79,209130,73,33663,114,1034556,107,6663,38,4,0,5327262,4978749.53271028,0
2024-05-25,2347159,73,805680,58,135961,115,120036,80,20733,120,924855,97,3031,62,5,1,3432600,3538762.886597938,0
2024-05-26,2019012,84,652393,68,120709,124,101017,97,22762,134,905197,106,2710,77,6,1,2918603,2753399.0566037735,0
2024-05-27,1667890,70,594031,62,99975,103,81042,78,12673,75,742353,87,2123,60,0,0,2457734,2824981.6091954024,0
2024-05-28,3825781,67,1300611,57,257078,80,227311,79,34485,117,967869,101,7609,44,1,0,5652875,5596905.940594059,0
2024-05-29,4006764,70,1309889,58,254749,80,227379,79,36435,124,943930,98,8090,46,2,0,5843306,5962557.142857143,0
2024-05-30,3979959,70,1301028,57,253843,79,219887,77,35372,120,997110,104,7550,43,3,0,5797639,5574652.884615384,0
2024-05-31,3688627,65,1257526,55,245017,77,211027,74,35020,119,1020563,106,6644,38,4,0,5443861,5135717.924528302,0
2024-06-01,2446153,76,848601,61,128555,105,110948,70,22726,131,999068,102,2980,59,5,1,3559963,3490159.8039215687,0
2024-06-02,1978037,76,651637,60,114504,116,92567,85,22640,125,940743,102,2339,60,6,1,2861724,2805611.7647058824,0
2024-06-03,3611491,64,1294956,60,225413,68,197640,67,33679,115,946610,96,7168,44,0,0,5370347,5594111.458333334,0
2024-06-04,3979793,71,1327963,62,255090,77,233237,79,36865,126,957990,97,7800,48,1,0,5840748,6021389.69072165,0
2024-06-05,4051943,72,1338427,62,264512,80,230173,78,37800,129,985722,100,7942,49,2,0,5930797,5930797.0,0
2024-06-06,3774324,67,1207899,56,245631,74,219447,74,35234,120,978812,100,7059,44,3,0,5489594,5489594.0,0
2024-06-07,3752412,67,1254339,58,252098,76,214062,72,35464,121,1035803,105,6393,39,4,0,5514768,5252160.0,0
2024-06-08,2673220,83,842779,60,159020,129,135138,85,23371,135,998451,102,3150,62,5,1,3836678,3761449.0196078434,0
2024-06-09,2134551,82,680981,63,132945,135,107497,99,22435,124,962131,104,2492,64,6,1,3080901,2962404.807692308,0
2024-06-10,3702212,66,1355986,63,240121,72,211542,72,32970,113,959576,98,7701,47,0,0,5550532,5663808.1632653065,0
2024-06-11,3995425,71,1390440,65,259101,78,230796,78,36206,124,951147,97,8500,52,1,0,5920468,6103575.257731959,0
2024-06-12,3977760,71,1355294,63,256255,77,224305,76,36693,125,928453,94,8138,50,2,0,5858445,6232388.29787234,0
2024-06-13,3936941,70,1310210,61,254575,77,221855,75,35363,121,964740,98,7675,47,3,0,5766619,5884305.102040816,0
2024-06-14,3517062,63,1212740,56,247019,74,204586,69,34757,119,1011986,103,5973,37,4,0,5222137,5070035.922330097,0
2024-06-15,2431810,75,851502,61,142102,116,122409,77,23580,136,1022686,104,3104,61,5,1,3574507,3437025.9615384615,0
2024-06-16,1897201,72,653946,60,130133,132,109303,100,24200,134,997278,108,2245,58,6,1,2817028,2608359.2592592593,0
2024-06-17,3325104,59,1172762,55,242993,73,215241,73,31993,109,956532,97,6466,40,0,0,4994559,5149029.896907217,0
2024-06-18,3920839,70,1314338,61,260538,78,242116,82,36105,123,988738,101,7713,48,1,0,5781649,5724404.950495049,0
2024-06-19,3046320,54,1068172,50,232540,70,206582,70,26431,90,969020,99,4527,28,2,0,4584572,4630880.808080807,0
2024-06-20,3857797,69,1275626,59,255683,77,227113,77,36445,124,1020534,104,7217,45,3,0,5659881,5442193.26923077,0
2024-06-21,3500365,62,1191812,55,244215,73,211543,72,34695,118,1022507,104,6166,38,4,0,5188796,4989226.923076923,0
2024-06-22,2385207,74,793674,57,133102,108,119962,76,21970,127,977336,99,2743,54,5,1,3456658,3491573.737373737,0
2024-06-23,1908786,73,648887,60,118067,120,103892,95,21789,120,953693,103,2061,53,6,1,2803482,2721827.1844660193,0
2024-06-24,3467845,62,1227231,57,246269,74,213904,72,33300,114,975173,99,6820,42,0,0,5195369,5247847.474747475,0
2024-06-25,3831447,68,1269567,59,271783,82,232410,79,36669,125,1002164,102,7685,47,1,0,5649561,5538785.294117647,0
2024-06-26,3901100,70,1267408,59,264126,79,226518,77,36344,124,1020784,104,7314,45,2,0,5702810,5483471.153846154,0
2024-06-27,3776811,67,1214263,56,255215,77,227648,77,35155,120,1032517,105,7170,44,3,0,5516262,5253582.857142857,0
2024-06-28,3522732,63,1141168,53,255739,77,211914,72,34111,116,1037403,106,6305,39,4,0,5171969,4879216.03773585,0
2024-06-29,2454997,76,780229,56,138769,113,119738,75,21904,126,977287,99,2948,58,5,1,3518585,3554126.262626263,0
2024-06-30,2002269,76,583751,54,126526,128,108244,99,20851,115,885430,96,2268,58,6,1,2843909,2962405.208333333,0
2024-07-01,3273546,62,1156904,56,216906,68,185943,66,32979,116,954908,99,6947,50,0,0,4873225,4922449.4949494945,0
2024-07-02,3542073,67,1216755,59,234535,74,207844,73,35200,124,951968,99,7431,54,1,0,5243838,5296806.060606061,0
2024-07-03,3409357,65,1198766,58,237577,75,205176,72,36949,130,1003052,104,6758,49,2,0,5094583,4898637.5,0
2024-07-04,1992244,85,643119,59,117030,112,101274,95,17646,107,752680,85,2939,82,3,0,2874252,3381472.9411764704,0
2024-07-05,2700734,51,1001854,48,207314,65,183222,65,28776,102,854313,89,4563,33,4,0,4126463,4636475.2808988765,0
2024-07-06,2100877,74,758425,56,119417,94,110386,71,19730,124,857713,93,2688,53,5,1,3111523,3345723.6559139783,0
2024-07-07,1804572,77,642652,59,120316,115,105041,99,22640,137,909616,103,2167,61,6,1,2697388,2618823.300970874,0
2024-07-08,3228784,61,1176713,57,226613,72,199454,70,33105,117,945690,98,6499,47,0,0,4871168,4970579.591836735,0
2024-07-09,3605032,68,1236657,60,249970,79,219843,78,35500,125,927603,96,7176,52,1,0,5354178,5577268.75,0
2024-07-10,3691835,70,1252733,60,249781,79,210993,75,37417,132,957143,100,7393,54,2,0,5450152,5450152.0,0
2024-07-11,3688029,70,1233678,60,246250,78,209174,74,35691,126,993245,103,6914,50,3,0,5419736,5261879.611650486,0
2024-07-12,3261074,62,1120310,54,231084,73,191828,68,34090,120,979245,102,5586,41,4,0,4843972,4748992.156862745,0
2024-07-13,2203283,78,743154,55,123988,97,107166,69,20949,132,912958,99,2700,53,5,1,3201240,3233575.757575758,0
2024-07-14,1869670,80,633752,58,119283,114,97038,91,22682,137,947148,107,2160,60,6,1,2744585,2565032.7102803737,0
2024-07-15,3259800,62,1160722,56,233209,74,202008,71,32763,116,950682,99,6398,46,0,0,4894900,4944343.434343435,0
2024-07-16,3594150,68,1209152,58,249559,79,220620,78,35468,125,943841,98,6828,50,1,0,5315777,5424262.24489796,0
2024-07-17,3651756,69,1210515,58,248424,78,214137,76,36547,129,956017,99,6845,50,2,0,5368224,5422448.484848484,0
2024-07-18,3637826,69,1218605,59,241785,76,211370,75,36119,127,1005727,105,7085,51,3,0,5352790,5097895.238095238,0
2024-07-19,3372874,64,1207102,58,243438,77,206922,73,34718,122,1018050,106,6480,47,4,0,5071534,4784466.03773585,0
2024-07-20,2269647,80,803868,60,131910,103,125050,81,19961,126,980583,106,2688,53,5,1,3353124,3163324.5283018867,0
2024-07-21,1877704,80,659004,60,126169,120,111438,105,21664,131,962715,109,2080,58,6,1,2798059,2567026.6055045873,0
2024-07-22,3235343,61,1168226,56,231813,73,215087,76,32431,114,937858,98,6510,47,0,0,4889410,4989193.877551021,0
2024-07-23,3606656,68,1211237,58,247915,78,229841,81,35110,124,928295,97,7177,52,1,0,5337936,5503026.804123711,0
2024-07-24,3656472,69,1220410,59,249158,79,224862,79,36652,129,947798,99,7260,53,2,0,5394814,5449307.070707071,0
2024-07-25,3638351,69,1220056,59,255367,81,214281,76,35373,125,990676,103,6850,50,3,0,5370278,5213862.13592233,0
2024-07-26,3288849,62,1154709,56,247475,78,201321,71,34431,121,1012046,105,5946,43,4,0,4932731,4697839.047619048,0
2024-07-27,2306948,82,809660,60,138344,108,125101,81,22582,142,982745,106,2991,59,5,1,3405626,3212854.716981132,0
2024-07-28,1851383,79,645704,59,121226,116,99516,94,22027,133,943306,107,2214,62,6,1,2742070,2562682.242990654,0
2024-07-29,3202281,61,1147023,55,233537,74,200999,71,32067,113,928486,97,6240,45,0,0,4822147,4971285.567010309,0
2024-07-30,3590241,68,1228387,59,251398,79,220120,78,34911,123,937334,98,7217,52,1,0,5332274,5441095.918367347,0
2024-07-31,3576343,68,1213507,59,248316,78,213562,75,35765,126,958860,100,7018,51,2,0,5294511,5294511.0,0
2024-08-01,3544663,69,1208275,60,229131,73,194439,71,35878,128,1008364,104,6902,52,3,0,5219288,5018546.153846154,0
2024-08-02,3153955,61,1111340,55,215453,69,181008,66,34487,123,987721,102,5784,43,4,0,4702027,4609830.392156863,0
2024-08-03,2200373,75,741482,54,123922,93,109769,72,22133,133,938339,98,2852,61,5,1,3200531,3265847.9591836734,0
2024-08-04,1752861,74,588249,53,108959,105,92383,89,22186,123,885224,96,2099,58,6,1,2566737,2673684.375,0
2024-08-05,3222601,63,1154644,57,234345,75,192078,70,33112,119,955722,98,6375,48,0,0,4843155,4941994.897959184,0
2024-08-06,3462581,67,1130325,56,234650,75,207212,76,35331,126,898384,92,6974,52,1,0,5077073,5518557.608695652,0
2024-08-07,3511253,68,1117450,55,239223,76,202867,74,36667,131,920296,95,6593,49,2,0,5114053,5383213.684210526,0
2024-08-08,3490217,68,1108956,55,230083,74,196259,72,35509,127,940729,97,6466,48,3,0,5067490,5224216.494845361,0
2024-08-09,3041276,59,1039488,52,215973,69,170622,63,32193,115,907512,93,5202,39,4,0,4504754,4843821.505376345,0
2024-08-10,2356405,80,777613,57,133623,100,119101,79,22199,133,949079,99,3156,67,5,1,3412097,3446562.626262626,0
2024-08-11,1918748,81,614435,56,121004,116,103975,100,22996,128,925152,101,2552,71,6,1,2783710,2756148.514851485,0
2024-08-12,3169180,62,1106072,55,231099,74,191415,70,33127,119,925367,95,6337,47,0,0,4737230,4986557.894736842,0
2024-08-13,3491612,68,1158412,57,242459,78,205674,75,35503,127,907386,93,7002,52,1,0,5140662,5527593.548387097,0
2024-08-14,3544668,69,1182980,59,242186,77,202330,74,37606,135,961969,99,7028,53,2,0,5216798,5269492.929292929,0
2024-08-15,3495671,68,1182864,59,241573,77,196106,72,36343,130,961969,99,6528,49,3,0,5159085,5211196.96969697,0
2024-08-16,3198733,62,1123673,56,235035,75,185953,68,34676,124,1004704,103,5596,42,4,0,4783666,4644335.922330097,0
2024-08-17,2256233,77,767022,56,135948,102,112928,74,22797,137,954849,100,2880,61,5,1,3297808,3297808.0,0
2024-08-18,1713050,72,578595,52,106004,102,82177,79,20897,116,853807,93,1953,54,6,1,2502676,2691049.4623655914,0
2024-08-19,3076559,60,1090594,54,224656,72,183503,67,31668,113,931369,96,5870,44,0,0,4612850,4805052.083333334,0
2024-08-20,3475888,68,1164259,58,250304,80,211051,77,34985,125,952393,98,6877,51,1,0,5143364,5248330.6122448975,0
2024-08-21,3498651,68,1159036,57,247076,79,204853,75,36401,130,958433,99,6910,52,2,0,5152927,5204976.767676768,0
2024-08-22,3427911,67,1140225,56,245912,79,199777,73,34997,125,985469,101,6458,48,3,0,5055280,5005227.722772277,0
2024-08-23,3209666,62,1095768,54,235738,75,196218,72,33653,120,999865,103,5827,44,4,0,4776870,4637737.86407767,0
2024-08-24,2332624,79,776019,56,146684,110,119252,79,22523,135,975307,102,3025,64,5,1,3400127,3333457.8431372554,0
2024-08-25,1905818,80,629302,57,130885,126,101267,97,22347,124,946696,103,2309,64,6,1,2791928,2710609.7087378637,0
2024-08-26,3113498,61,1104199,55,244138,78,186630,68,31233,112,935864,96,5896,44,0,0,4685594,4880827.083333334,0
2024-08-27,3477101,68,1177841,58,261771,84,201834,74,34997,125,949649,98,6713,50,1,0,5160257,5265568.367346939,0
2024-08-28,3516674,68,1203770,60,257194,82,195873,72,36079,129,972274,100,6656,50,2,0,5216246,5216246.0,0
2024-08-29,3438760,67,1203629,60,261935,84,192714,71,35044,125,992852,102,6446,48,3,0,5138528,5037772.549019608,0
2024-08-30,3152242,61,1132406,56,255954,82,195334,72,33968,122,1004458,103,5287,40,4,0,4775191,4636107.766990292,0
2024-08-31,2158004,73,771634,56,149890,112,119313,79,21518,129,923923,96,2471,52,5,1,3222830,3357114.5833333335,0
2024-09-01,1969350,77,658803,60,120499,121,95622,91,22880,133,896413,101,2149,73,6,1,2869303,2840894.0594059406,0
2024-09-02,2007446,79,629636,57,134118,135,95598,91,14939,87,854109,97,2571,88,0,0,2884308,2973513.4020618554,0
2024-09-03,3629404,63,1323572,57,263763,81,220831,77,35977,121,959389,101,7337,43,1,0,5480884,5426617.821782178,0
2024-09-04,3868854,67,1372412,59,271660,83,225508,78,38623,130,935127,98,7588,44,2,0,5784645,5902698.979591836,0
2024-09-05,4033322,70,1434726,62,262639,80,220098,76,37475,126,966058,101,7475,44,3,0,5995735,5936371.287128713,0
2024-09-06,3794952,66,1397369,60,258126,79,202757,70,36478,123,999365,105,6606,39,4,0,5696288,5425036.19047619,0
2024-09-07,2479639,77,841695,60,137291,116,105974,69,21477,125,912521,96,2874,69,5,1,3588950,3738489.5833333335,0
2024-09-08,2101048,83,724969,66,120584,122,98767,94,23760,138,914241,103,2280,78,6,1,3071408,2981949.5145631065,0
2024-09-09,3811344,66,1458059,63,247296,76,214384,74,35327,119,930561,98,7724,45,0,0,5774134,5891973.469387755,0
2024-09-10,4182405,72,1510358,65,263027,80,233290,81,38230,129,951227,100,8495,50,1,0,6235805,6235805.0,0
2024-09-11,4214707,73,1489570,64,263710,81,228252,79,39031,131,921770,97,9107,53,2,0,6244377,6437502.06185567,0
2024-09-12,4232214,73,1515496,65,263539,80,228985,79,38778,131,984868,103,8174,48,3,0,6287186,6104064.077669903,0
2024-09-13,3911412,68,1442741,62,254945,78,219747,76,37297,126,1016290,107,6989,41,4,0,5873131,5488907.476635514,0
2024-09-14,2706474,84,913017,65,145099,123,136864,90,24473,143,1002908,105,3402,82,5,1,3929329,3742218.095238095,0
2024-09-15,2161737,85,705080,64,128174,129,118303,113,24154,141,946517,107,2605,89,6,1,3140053,2934628.971962617,0
2024-09-16,3821428,66,1473843,63,254618,78,215601,75,35319,119,934600,98,7734,45,0,0,5808543,5927084.693877551,0
2024-09-17,4189311,73,1536675,66,268678,82,232809,81,38667,130,945571,99,8503,50,1,0,6274643,6338023.232323232,0
2024-09-18,4232888,73,1539412,66,281624,86,229697,80,39300,132,963160,101,8603,50,2,0,6331524,6268835.6435643565,0
2024-09-19,4255184,74,1547727,67,272725,83,226944,79,38515,130,997635,105,8367,49,3,0,6349462,6047106.666666667,0
2024-09-20,3933048,68,1471585,63,270065,82,215673,75,36687,124,1019966,107,7029,41,4,0,5934087,5545875.70093458,0
2024-09-21,2744632,85,950423,68,160150,135,133469,87,23611,138,980137,103,3736,90,5,1,4016021,3899049.5145631065,0
2024-09-22,2131910,84,737715,67,131192,132,102752,98,23164,135,936446,106,2560,88,6,1,3129293,2952163.2075471696,0
2024-09-23,3898806,68,1457916,63,250701,77,218237,76,34543,116,922758,97,7994,47,0,0,5868197,6049687.628865979,0
2024-09-24,4323708,75,1500066,65,270524,83,240779,83,37488,126,927777,97,8938,52,1,0,6381503,6578869.072164949,0
2024-09-25,4335945,75,1487149,64,267471,82,236202,82,37829,127,935215,98,8904,52,2,0,6373500,6503571.428571428,0
2024-09-26,4295723,74,1467648,63,264141,81,228971,79,37117,125,963068,101,8216,48,3,0,6301816,6239421.782178218,0
2024-09-27,3945383,68,1438524,62,258258,79,221034,77,35968,121,1010505,106,6992,41,4,0,5906159,5571848.113207547,0
2024-09-28,2557982,79,863284,62,134408,114,132177,87,22142,129,922085,97,2928,71,5,1,3712921,3827753.6082474226,0
2024-09-29,1959363,77,664367,60,117572,118,102805,98,22340,130,869345,98,2782,95,6,1,2869229,2927784.6938775512,0
2024-09-30,3849138,67,1486507,64,256547,78,217897,76,34701,117,924795,97,7845,46,0,0,5852635,6033644.329896906,0
2024-10-01,4186632,73,1532778,68,247737,79,218836,75,38299,129,922245,99,8510,48,1,0,6232792,6295749.4949494945,0
2024-10-02,4073590,71,1488562,66,258854,82,227124,78,38330,129,941325,101,8307,47,2,0,6094767,6034422.7722772285,0
2024-10-03,3630794,63,1305743,58,246586,78,217197,75,35952,121,926733,100,7124,40,3,0,5443396,5443396.0,0
2024-10-04,3507603,61,1285210,57,251723,80,215328,74,35371,119,947077,102,6225,35,4,0,5301460,5197509.803921568,0
2024-10-05,2716913,82,939839,68,142657,126,148928,98,23775,134,966857,102,3990,87,5,1,3976102,3898139.2156862747,0
2024-10-06,2069930,84,726969,73,111257,122,105906,101,23677,129,912831,108,2487,66,6,1,3040226,2815024.074074074,0
2024-10-07,3851201,67,1463064,65,250063,80,220335,76,35754,120,917137,99,7584,42,0,0,5828001,5886869.696969697,0
2024-10-08,4264001,74,1543660,68,275934,88,235974,81,39100,131,945208,102,8966,50,1,0,6367635,6242779.411764706,0
2024-10-09,4320134,75,1545314,69,275026,88,234694,81,39877,134,957877,103,8650,48,2,0,6423695,6236597.087378641,0
2024-10-10,4335088,75,1525349,68,272428,87,233710,80,38911,131,990350,107,8246,46,3,0,6413732,5994142.056074766,0
2024-10-11,3870913,67,1420173,63,257460,82,224122,77,37027,124,1021735,110,6857,38,4,0,5816552,5287774.545454545,0
2024-10-12,2591860,78,933363,67,149093,131,144234,95,23525,133,957916,101,3387,74,5,1,3845462,3807388.1188118807,0
2024-10-13,2155862,88,738343,74,127619,140,120235,114,23354,127,911708,108,3552,94,6,1,3168965,2934226.8518518517,0
2024-10-14,3067003,53,1056383,47,240501,77,225263,77,26827,90,911104,98,5100,29,0,0,4621077,4715384.693877551,0
2024-10-15,4290838,75,1476129,65,270652,86,249266,86,38788,130,955621,103,8275,46,1,0,6333948,6149464.077669903,0
2024-10-16,4363556,76,1487569,66,279608,89,236091,81,39579,133,950912,102,8699,49,2,0,6415102,6289315.68627451,0
2024-10-17,4326836,75,1486892,66,277906,88,237000,81,37093,125,942095,102,8547,48,3,0,6374274,6249288.235294118,0
2024-10-18,4034399,70,1431124,63,272133,87,229999,79,36732,123,993477,107,7174,40,4,0,6011561,5618281.308411215,0
2024-10-19,2823485,85,927916,67,156212,138,147214,97,24053,136,981152,104,3629,80,5,1,4082509,3925489.4230769235,0
2024-10-20,2211314,90,729797,73,127452,140,122789,117,24069,131,939223,111,2631,70,6,1,3218052,2899145.945945946,0
2024-10-21,3876312,67,1466673,65,247857,79,219983,76,35133,118,937487,101,7948,45,0,0,5853906,5795946.534653465,0
2024-10-22,4264735,74,1529875,68,268294,85,237771,82,38656,130,932275,100,8606,48,1,0,6347937,6347937.0,0
2024-10-23,4298092,75,1534969,68,257031,82,233881,80,39211,132,930104,100,8580,48,2,0,6371764,6371764.0,0
2024-10-24,4319281,75,1497135,66,260193,83,232459,80,36754,123,931734,100,8605,48,3,0,6354427,6354427.0,0
2024-10-25,4066538,71,1512545,67,262815,84,223941,77,36635,123,983885,106,7539,42,4,0,6110013,5764163.20754717,0
2024-10-26,2837832,85,955488,69,143111,126,148103,97,24066,136,988039,104,3411,75,5,1,4112011,3953856.7307692305,0
2024-10-27,2215973,90,737246,74,120849,133,115917,110,23888,130,918610,109,2568,68,6,1,3216441,2950863.3027522936,0
2024-10-28,3985381,69,1460653,65,253923,81,229873,79,35666,120,926409,100,7829,44,0,0,5973325,5973325.0,0
2024-10-29,4391065,76,1528993,68,272526,87,249585,86,38621,130,939734,101,8867,50,1,0,6489657,6425402.97029703,0
2024-10-30,4450028,77,1553250,69,267007,85,246035,85,40468,136,970092,105,8843,50,2,0,6565631,6252981.904761905,0
