date,subways_total_estimated_ridership,subways_%_of_comparable_pre_pandemic_day,buses_total_estimated_ridership,buses_%_of_comparable_pre_pandemic_day,lirr_total_estimated_ridership,lirr_%_of_comparable_pre_pandemic_day,metro_north_total_estimated_ridership,metro_north_%_of_comparable_pre_pandemic_day,access_a_ride_total_scheduled_trips,access_a_ride_%_of_comparable_pre_pandemic_day,bridges_and_tunnels_total_traffic,bridges_and_tunnels_%_of_comparable_pre_pandemic_day,staten_island_railway_total_estimated_ridership,staten_island_railway_%_of_comparable_pre_pandemic_day,weekday,is_weekend,total_ridership,pct_change_vs_2019,outlier
2022-07-18,2720012,52,1209240,58,162178,51,132779,47,22670,80,877737,91,5543,40,0,0,4252422,4672991.208791209,0
2022-07-19,3169016,60,1372407,66,180693,57,160294,57,24933,88,932398,97,6593,48,1,0,4913936,5065913.402061855,0
2022-07-20,3190942,60,1357383,66,180707,57,156988,55,25590,90,945289,98,6167,45,2,0,4917777,5018139.795918368,0
2022-07-21,3109097,59,1302978,63,173070,55,150414,53,24308,86,954280,99,6166,45,3,0,4766033,4814174.747474748,0
2022-07-22,2942752,56,1267907,61,174861,55,138068,49,23926,84,993037,103,5322,39,4,0,4552836,4420229.1262135925,0
2022-07-23,2028696,72,862976,64,99341,78,86245,56,14503,91,945847,102,32,1,5,1,3091793,3031169.6078431373,0
2022-07-24,1596195,68,674189,61,82656,79,68265,64,12751,77,908767,103,6,0,6,1,2434062,2363166.990291262,0
2022-07-25,2727722,52,1220826,59,163454,52,140432,50,22355,79,893016,93,5692,41,0,0,4280481,4602667.741935484,0
2022-07-26,3175001,60,1360570,66,186182,59,162994,58,24990,88,942025,98,6479,47,1,0,4916216,5016546.9387755105,0
2022-07-27,3232796,61,1369023,66,185332,59,161241,57,25759,91,957557,100,6667,48,2,0,4980818,4980818.0,0
2022-07-28,3151913,60,1332113,64,173264,55,156936,55,24413,86,974290,101,6421,47,3,0,4845060,4797089.108910891,0
2022-07-29,2932846,56,1260714,61,166723,53,147568,52,23697,84,979719,102,5532,40,4,0,4537080,4448117.647058824,0
2022-07-30,2074421,73,893846,66,89426,70,96840,63,15068,95,954809,103,56,1,5,1,3169657,3077336.8932038834,0
2022-07-31,1649097,71,693700,63,77991,74,78953,74,14046,85,929822,105,3,0,6,1,2513790,2394085.714285714,0
2022-08-01,2739262,53,1240007,61,151752,49,138431,51,22892,82,904119,93,5673,42,0,0,4298017,4621523.655913978,0
2022-08-02,3070101,60,1346324,67,173023,55,158236,58,24865,89,919127,95,6452,48,1,0,4779001,5030527.368421053,0
2022-08-03,3124038,61,1367848,68,173751,56,158305,58,26785,96,947338,97,6170,46,2,0,4856897,5007110.30927835,0
2022-08-04,3049076,59,1323229,66,174491,56,147770,54,25326,91,976459,100,5409,40,3,0,4725301,4725301.0,0
2022-08-05,2822155,55,1260961,62,161323,52,129376,47,23824,85,976443,100,4754,36,4,0,4402393,4402393.0,0
2022-08-06,1999580,68,865676,63,95704,72,84495,56,14893,90,944842,99,33,1,5,1,3060381,3091293.9393939395,0
2022-08-07,1542311,65,670866,61,78449,75,66242,64,14367,80,882525,96,153,4,6,1,2372388,2471237.5,0
2022-08-08,2705428,53,1276524,63,165363,53,137457,50,22965,82,926426,95,5496,41,0,0,4313233,4540245.263157895,0
2022-08-09,3013784,59,1308034,65,173284,55,151624,56,25056,90,922400,95,5935,44,1,0,4677717,4923912.631578947,0
2022-08-10,3134434,61,1347916,67,178656,57,147931,54,26098,93,948711,98,6117,46,2,0,4841152,4939951.020408164,0
2022-08-11,3093548,60,1315101,65,171390,55,146019,54,25553,91,966856,99,5842,44,3,0,4757453,4805508.080808081,0
2022-08-12,2963913,58,1273620,63,175220,56,137578,50,24849,89,996504,103,5422,41,4,0,4580602,4447186.40776699,0
2022-08-13,2089217,71,878499,64,103227,77,89569,59,15889,96,953867,100,1632,35,5,1,3178033,3178033.0,0
2022-08-14,1677803,70,692644,63,88242,85,72900,70,14492,81,931953,101,1339,37,6,1,2547420,2522198.0198019804,0
2022-08-15,2768347,54,1234308,61,161519,52,144170,53,23199,83,921408,95,5395,40,0,0,4336938,4565197.894736842,0
2022-08-16,3045892,59,1288800,64,173651,56,157888,58,24994,89,919835,95,6228,47,1,0,4697453,4944687.368421053,0
2022-08-17,3074027,60,1284966,64,172248,55,155815,57,25904,93,935484,96,6080,45,2,0,4719040,4915666.666666666,0
2022-08-18,3077928,60,1283965,64,181136,58,150643,55,25701,92,982598,101,5834,44,3,0,4725207,4678422.7722772285,0
2022-08-19,2918737,57,1239929,61,164682,53,141791,52,24141,86,995590,102,5132,38,4,0,4494412,4406286.274509804,0
2022-08-20,2038622,69,875371,64,96552,72,97718,64,15903,96,952947,99,1699,36,5,1,3125865,3157439.393939394,0
2022-08-21,1619422,68,692309,63,84669,81,81666,79,14617,81,918196,100,1272,35,6,1,2493955,2493955.0,0
2022-08-22,2622885,51,1144254,57,160918,51,141482,52,21887,78,884589,91,5185,39,0,0,4096611,4501770.32967033,0
2022-08-23,2992615,58,1261782,63,173898,56,155953,57,24448,88,921483,95,5903,44,1,0,4614599,4857472.631578947,0
2022-08-24,3020710,59,1288092,64,177790,57,151169,55,25654,92,946975,97,6036,45,2,0,4669451,4813867.010309279,0
2022-08-25,3090901,60,1310134,65,177178,57,142659,52,24964,89,981024,101,6122,46,3,0,4751958,4704908.91089109,0
2022-08-26,2863653,56,1217448,60,171765,55,133306,49,23417,84,967932,100,4969,37,4,0,4414558,4414558.0,0
2022-08-27,2066542,70,874084,64,103192,77,90006,59,15575,94,977708,102,2214,47,5,1,3151613,3089816.666666667,0
2022-08-28,1651689,69,681823,62,86867,83,76296,73,14506,81,940460,102,1816,51,6,1,2512997,2463722.5490196077,0
2022-08-29,2836374,55,1263000,63,180588,58,140540,52,22503,81,927114,95,5705,43,0,0,4448710,4682852.631578947,0
2022-08-30,3091873,60,1326293,66,195986,63,152025,56,24300,87,934163,96,6228,47,1,0,4796705,4996567.708333334,0
2022-08-31,3144027,61,1342568,67,197154,63,149499,55,25541,91,972327,100,6261,47,2,0,4865050,4865050.0,0
2022-09-01,3114667,54,1338287,58,186311,57,140082,49,25382,85,997846,105,6189,36,3,0,4810918,4581826.666666667,0
2022-09-02,2925306,51,1250956,54,185153,57,138009,48,24696,83,1006354,106,5307,31,4,0,4529427,4273044.339622642,0
2022-09-03,2116811,66,867750,62,116405,98,94997,62,15863,93,924383,97,2455,59,5,1,3214281,3313691.7525773197,0
2022-09-04,1802349,71,701646,64,97728,98,77386,74,15428,90,901892,102,1894,65,6,1,2696431,2643559.8039215687,0
2022-09-05,1691887,66,682671,62,93198,94,74585,71,9722,57,801463,91,1977,68,0,0,2554040,2806637.3626373624,0
2022-09-06,3063503,53,1231759,53,190260,58,164255,57,24963,84,892569,94,6016,35,1,0,4680756,4979527.659574469,0
2022-09-07,3444556,60,1412342,61,203983,62,179628,62,26773,90,939358,99,6698,39,2,0,5273980,5327252.525252525,0
2022-09-08,3644407,63,1517502,65,199489,61,178788,62,27121,91,966189,101,7185,42,3,0,5574492,5519299.00990099,0
2022-09-09,3481756,60,1492297,64,189930,58,161197,56,25627,86,1009058,106,6432,38,4,0,5357239,5053999.0566037735,0
2022-09-10,2356865,73,914744,65,103789,88,98043,64,15345,90,982329,103,1948,47,5,1,3490734,3389062.1359223304,0
2022-09-11,1737251,68,659929,60,82638,83,72789,69,14467,84,862493,97,1275,44,6,1,2568349,2647782.474226804,0
2022-09-12,3382150,59,1519324,65,187548,57,163430,57,24947,84,925590,97,6863,40,0,0,5284262,5447692.783505155,0
2022-09-13,3618354,63,1557686,67,200171,61,180183,62,26317,89,921108,97,7552,44,1,0,5590263,5763157.731958763,0
2022-09-14,3741978,65,1590666,68,202713,62,181619,63,28124,95,954907,100,7740,45,2,0,5752840,5752840.0,0
2022-09-15,3747731,65,1573907,68,197284,60,175672,61,27391,92,981703,103,7725,45,3,0,5729710,5562825.242718447,0
2022-09-16,3502358,61,1501956,65,184424,56,155750,54,26025,88,1015255,107,6797,40,4,0,5377310,5025523.364485982,0
2022-09-17,2350888,73,916215,65,99403,84,101734,67,15828,92,971118,102,2693,65,5,1,3486761,3418393.137254902,0
2022-09-18,1844317,72,712161,65,86329,87,79158,75,15588,91,935291,106,1944,66,6,1,2739497,2584431.132075472,0
2022-09-19,3369999,58,1490926,64,187831,57,164392,57,24491,82,909943,96,7155,42,0,0,5244794,5463327.083333334,0
2022-09-20,3767024,65,1554448,67,203873,62,188771,65,26148,88,930442,98,7962,47,1,0,5748226,5865536.734693877,0
2022-09-21,3878782,67,1543632,66,204572,62,188361,65,27479,93,946181,99,8112,47,2,0,5850938,5910038.3838383835,0
2022-09-22,3732919,65,1433737,62,190703,58,174952,61,26136,88,938754,99,7883,46,3,0,5566330,5622555.555555555,0
2022-09-23,3626482,63,1413234,61,190670,58,168866,59,25738,87,981726,103,6902,40,4,0,5431892,5273681.553398058,0
2022-09-24,2377091,74,860948,61,98192,83,115822,76,15593,91,944900,99,1975,48,5,1,3469621,3504667.676767677,0
2022-09-25,1759832,69,660871,60,81212,82,87366,83,14770,86,861534,97,1582,54,6,1,2605633,2686219.587628866,0
2022-09-26,2812853,49,1206954,52,177235,54,153930,53,21532,73,868980,91,5848,34,0,0,4378352,4811375.824175824,0
2022-09-27,3204114,56,1290217,56,192275,59,176941,61,24344,82,886658,93,6744,39,1,0,4894635,5263048.387096774,0
2022-09-28,3712354,64,1541900,66,201525,62,179234,62,27423,92,930967,98,7903,46,2,0,5670339,5786060.204081632,0
2022-09-29,3707751,64,1503472,65,194288,59,173138,60,26857,90,960265,101,7738,45,3,0,5613244,5557667.326732674,0
2022-09-30,3503239,61,1477082,64,181549,55,164028,57,26614,90,997765,105,6623,39,4,0,5359135,5103938.095238095,0
2022-10-01,2032983,61,758826,55,72081,64,80394,53,13718,78,820869,87,1855,41,5,1,2959857,3402134.482758621,0
2022-10-02,1621851,66,591909,59,61918,68,68450,65,13897,76,793492,94,1302,34,6,1,2359327,2509922.3404255323,0
2022-10-03,3370048,59,1426633,63,173268,55,153913,53,25390,85,880633,95,6824,38,0,0,5156076,5427448.421052632,0
2022-10-04,3397689,59,1354099,60,181887,58,166868,57,25282,85,833631,90,6825,38,1,0,5132650,5702944.444444445,0
2022-10-05,3077346,54,1206674,54,176091,56,158117,54,24305,82,816200,88,6012,34,2,0,4648545,5282437.5,0
2022-10-06,3848909,67,1554806,69,203783,65,182247,63,28527,96,981805,106,7907,44,3,0,5826179,5496395.283018868,0
2022-10-07,3591080,62,1480214,66,204261,65,166955,57,26725,90,1018633,110,6865,38,4,0,5476100,4978272.7272727275,0
2022-10-08,2397249,72,888506,64,114687,101,110122,72,15448,87,965140,102,1975,43,5,1,3527987,3458810.7843137253,0
2022-10-09,1917721,78,691656,69,97984,108,88783,84,14776,80,911141,108,2200,58,6,1,2813120,2604740.7407407407,0
2022-10-10,2556722,44,1034288,46,163310,52,152488,52,17806,60,845129,91,4220,24,0,0,3928834,4317400.0,0
2022-10-11,3649405,63,1521587,68,203885,65,192887,66,26435,89,899509,97,7841,44,1,0,5602040,5775298.969072165,0
2022-10-12,3776129,66,1554226,69,203866,65,185488,64,28193,95,945786,102,7820,44,2,0,5755722,5642864.705882353,0
2022-10-13,3682799,64,1463795,65,195360,62,173174,60,26422,89,935038,101,7593,43,3,0,5549143,5494200.99009901,0
2022-10-14,3578772,62,1468602,65,186594,59,170188,59,26877,90,1000719,108,6877,39,4,0,5437910,5035101.851851852,0
2022-10-15,2363501,71,914771,66,100804,89,108230,71,15945,90,964859,102,1897,42,5,1,3505148,3436419.607843137,0
2022-10-16,1773903,72,705073,70,80395,88,85438,81,15338,84,898969,106,1385,37,6,1,2661532,2510879.245283019,0
2022-10-17,3314497,58,1430672,63,182855,58,170716,59,24045,81,860596,93,6952,39,0,0,5129737,5515846.23655914,0
2022-10-18,3693627,64,1510826,67,199026,63,191540,66,26135,88,894481,96,7917,44,1,0,5629071,5863615.625,0
2022-10-19,3814404,66,1545140,69,202921,65,185202,64,28002,94,916246,99,7934,44,2,0,5783603,5842023.232323232,0
2022-10-20,3810901,66,1532692,68,201886,64,180234,62,27649,93,970479,105,7784,44,3,0,5761146,5486805.714285715,0
2022-10-21,3570334,62,1452280,64,185797,59,166539,57,26385,89,997993,108,6848,38,4,0,5408183,5007576.851851852,0
2022-10-22,2430406,73,916539,66,97921,86,122863,81,15832,90,970862,103,90,2,5,1,3583651,3479272.8155339807,0
2022-10-23,1740520,71,668183,67,76024,83,83665,80,14434,79,872119,103,19,1,6,1,2582845,2507616.504854369,0
2022-10-24,3357840,58,1432728,64,182390,58,161772,56,24643,83,887372,96,6929,39,0,0,5166302,5381564.583333334,0
2022-10-25,3712582,65,1512725,67,200671,64,183507,63,27080,91,903935,97,7864,44,1,0,5644429,5818998.969072165,0
2022-10-26,3794534,66,1539557,68,201843,64,181254,62,27891,94,932571,100,7978,45,2,0,5753057,5753057.0,0
2022-10-27,3892985,68,1543031,68,196789,63,179032,62,28035,94,971657,105,7848,44,3,0,5847720,5569257.142857143,0
2022-10-28,3624748,63,1455834,65,179633,57,159109,55,26237,88,992291,107,6647,37,4,0,5452208,5095521.495327102,0
2022-10-29,2440601,73,912721,66,86888,77,102975,68,15778,89,949043,100,42,1,5,1,3559005,3559005.0000000005,0
2022-10-30,1875953,76,711004,71,69358,76,80576,77,15324,83,903170,107,5,0,6,1,2752220,2572168.2242990653,0
2022-10-31,3410892,59,1394453,62,177547,56,157055,54,24178,81,862337,93,6759,38,0,0,5170884,5560090.322580646,0
2022-11-01,3706707,66,1501329,69,196102,60,178425,62,26993,86,911552,97,7756,46,1,0,5617312,5791043.298969072,0
2022-11-02,3788123,67,1549724,71,198277,60,181158,63,28493,91,918835,97,7788,46,2,0,5753563,5931508.24742268,0
2022-11-03,3802455,67,1521975,70,197940,60,178498,62,28364,91,941513,100,7676,45,3,0,5736908,5736908.0,0
2022-11-04,3586358,64,1459619,67,180084,55,161378,56,27340,88,975347,103,6813,40,4,0,5421592,5263681.553398058,0
2022-11-05,2449943,78,918127,70,96845,84,110793,73,16790,99,940206,103,2628,76,5,1,3595126,3490413.5922330096,0
2022-11-06,2116063,84,648085,65,92648,98,94517,91,13926,74,779295,95,3122,102,6,1,2968361,3124590.5263157897,0
2022-11-07,3456868,61,1478731,68,190295,58,168401,59,26193,84,901997,96,7365,43,0,0,5327853,5549846.875,0
2022-11-08,3431700,61,1356894,62,201028,61,183142,64,25939,83,888462,94,6463,38,1,0,5205166,5537410.638297873,0
2022-11-09,3772030,67,1517250,69,199030,61,180581,63,28589,92,921392,98,7722,45,2,0,5705202,5821634.693877551,0
2022-11-10,3802230,67,1516812,69,203722,62,180584,63,28385,91,976695,104,7749,46,3,0,5739482,5518732.692307692,0
2022-11-11,2994708,119,1077574,108,172756,183,154511,148,20634,110,870209,106,4558,149,4,0,4424741,4174283.9622641504,0
2022-11-12,2431419,77,893837,68,94911,82,106101,70,15153,89,889070,98,2262,65,5,1,3543683,3616003.0612244895,0
2022-11-13,1794024,71,662034,66,76869,81,76460,73,15544,83,859975,104,1658,54,6,1,2626589,2525566.346153846,0
2022-11-14,3401075,60,1441705,66,181582,55,165573,58,25728,82,889804,94,7135,42,0,0,5222798,5556168.085106383,0
2022-11-15,3713627,66,1483782,68,196179,60,182790,64,28155,90,903257,96,7776,46,1,0,5612309,5846155.208333334,0
2022-11-16,3751773,67,1484607,68,194893,59,179233,63,28574,92,912685,97,7589,45,2,0,5646669,5821308.24742268,0
2022-11-17,3797815,67,1493119,68,193797,59,178147,62,28778,92,962670,102,7633,45,3,0,5699289,5587538.235294118,0
2022-11-18,3539202,63,1412974,65,183576,56,161777,57,27236,87,981421,104,6546,38,4,0,5331311,5126260.576923077,0
2022-11-19,2323449,74,864766,66,97654,85,101076,67,16076,95,929687,102,1630,47,5,1,3404651,3337893.137254902,0
2022-11-20,1721187,68,645986,65,74524,79,74870,72,15556,83,830876,101,1079,35,6,1,2533202,2508120.792079208,0
2022-11-21,3363626,60,1393031,64,185570,57,166517,58,25766,83,896487,95,7017,41,0,0,5141527,5412133.684210527,0
2022-11-22,3548882,63,1447618,66,200264,61,183771,64,27957,90,982740,104,7462,44,1,0,5415954,5207648.076923077,0
2022-11-23,3263998,58,1358016,62,210438,64,184135,64,25032,80,983719,104,6862,40,2,0,5048481,4854308.653846154,0
2022-11-24,1382266,55,515903,52,90771,96,90057,87,18369,98,859064,104,2006,65,3,0,2099372,2018626.923076923,0
2022-11-25,2058658,82,842892,85,163354,173,148368,143,12834,68,766290,93,3361,110,4,0,3229467,3472545.161290323,0
2022-11-26,1999608,63,781665,59,105304,91,106685,71,12576,74,852829,94,2286,66,5,1,3008124,3200131.914893617,0
2022-11-27,1476228,59,562073,56,79973,85,76680,74,13063,69,814703,99,1408,46,6,1,2209425,2231742.4242424243,0
2022-11-28,3265971,58,1397963,64,186710,57,163694,57,24969,80,904337,96,7120,42,0,0,5046427,5256694.791666666,0
2022-11-29,3596894,64,1455294,66,192494,59,181370,63,27009,87,891057,94,7510,44,1,0,5460571,5809118.085106383,0
2022-11-30,3568413,63,1356729,62,189152,58,177367,62,26469,85,857882,91,7204,42,2,0,5325334,5852015.384615384,0
2022-12-01,3770495,71,1459934,73,181825,58,166856,60,27018,93,931376,105,7538,48,3,0,5613666,5346348.571428572,0
2022-12-02,3600504,67,1395642,70,172860,55,152746,55,27007,93,933219,105,6576,42,4,0,5355335,5100319.047619048,0
2022-12-03,2291687,69,760109,60,87730,68,89976,57,15540,90,815868,92,1467,30,5,1,3246509,3528814.1304347822,0
2022-12-04,1990479,78,681713,70,81381,76,80173,75,15763,88,804122,101,1266,37,6,1,2850775,2822549.504950495,0
2022-12-05,3481640,65,1429308,71,183238,58,164873,59,26409,91,873767,99,7013,45,0,0,5292481,5345940.404040405,0
2022-12-06,3753299,70,1414979,71,195892,62,178862,64,27305,94,878388,99,7447,48,1,0,5577784,5634125.252525252,0
2022-12-07,3835333,72,1442871,72,194436,62,178345,64,27941,96,899007,101,7526,48,2,0,5686452,5630150.4950495055,0
2022-12-08,3931499,74,1480877,74,192958,61,182314,65,28292,97,948091,107,7541,48,3,0,5823481,5442505.607476636,0
2022-12-09,3710928,69,1386473,69,185104,59,165147,59,26213,90,964167,109,6379,41,4,0,5480244,5027746.788990825,0
2022-12-10,2663493,80,869320,69,112142,88,119858,76,16232,94,900034,102,1873,38,5,1,3782918,3708743.137254902,0
2022-12-11,1865579,73,618870,63,77607,73,74273,69,14949,84,777867,98,1103,32,6,1,2652381,2706511.224489796,0
2022-12-12,3466978,65,1384864,69,182973,58,163516,59,25771,88,876300,99,6838,44,0,0,5230940,5283777.777777778,0
2022-12-13,3763568,70,1437228,72,197613,63,183214,66,28234,97,908198,103,7570,49,1,0,5617427,5453812.621359223,0
2022-12-14,3777173,71,1435020,72,196921,62,183484,66,29081,100,940858,106,7400,47,2,0,5629079,5310451.886792453,0
2022-12-15,3726154,70,1363160,68,191261,61,173709,62,27034,93,931870,105,7001,45,3,0,5488319,5226970.476190476,0
2022-12-16,3270016,61,1221634,61,170615,54,151244,54,24074,83,917332,104,5823,37,4,0,4843406,4657121.153846154,0
2022-12-17,2577771,78,884283,70,114272,89,123286,78,16788,97,933667,106,2071,42,5,1,3718471,3507991.5094339624,0
2022-12-18,1967199,77,668994,68,87146,82,87425,81,16036,90,842911,106,1487,44,6,1,2828287,2668195.283018868,0
2022-12-19,3381411,63,1352455,68,178278,56,159383,57,25529,88,886717,100,6591,42,0,0,5103647,5103647.0,0
2022-12-20,3586084,67,1398728,70,191991,61,173346,62,27148,93,923333,104,7046,45,1,0,5384343,5177252.884615384,0
2022-12-21,3563236,67,1393290,70,191684,61,168379,60,28480,98,953676,108,6993,45,2,0,5352062,4955612.962962963,0
2022-12-22,3187083,60,1269330,63,177675,56,147366,53,25244,87,936662,106,5728,37,3,0,4812426,4540024.528301887,0
2022-12-23,2738016,51,1057686,53,163716,52,138857,50,20359,70,812831,92,4523,29,4,0,4123157,4481692.391304348,0
2022-12-24,1411469,43,497129,39,61701,48,60373,38,12759,74,746316,84,1304,26,5,1,2044735,2434208.333333333,0
2022-12-25,1008452,40,321245,33,51896,49,47454,44,13709,77,730783,92,1005,30,6,1,1443761,1569305.4347826086,0
2022-12-26,1812842,71,644828,66,87401,82,89137,83,9327,52,764686,96,2214,65,0,0,2645749,2755988.541666667,0
2022-12-27,2729514,51,1027687,51,178880,57,156503,56,21363,73,881989,100,5228,34,1,0,4119175,4119175.0,0
2022-12-28,2947028,55,1088279,54,182226,58,163499,59,23571,81,891790,101,5407,35,2,0,4410010,4366346.534653465,0
2022-12-29,3039432,57,1099513,55,189075,60,167129,60,23200,80,916565,103,5597,36,3,0,4523946,4392180.582524273,0
2022-12-30,3063480,57,1087122,54,193989,61,176215,63,22951,79,926881,105,5338,34,4,0,4549095,4332471.428571428,0
2022-12-31,1927101,58,651474,51,81590,64,81198,52,14090,82,686434,78,1847,37,5,1,2757300,3535000.0,0
2023-01-01,1675507,80,475226,52,67722,82,66309,73,11476,85,737533,108,1771,65,6,1,2298011,2127787.962962963,0
2023-01-02,1938154,93,739507,81,76247,92,72403,80,10136,75,692984,102,2671,98,0,0,2839118,2783449.019607843,0
2023-01-03,3175777,62,1268913,62,179109,59,167136,62,24868,88,815532,94,6853,42,1,0,4822656,5130485.106382979,0
2023-01-04,3413052,66,1391449,68,182834,61,170847,63,26848,95,839120,97,7282,44,2,0,5192312,5352898.969072165,0
2023-01-05,3428520,67,1378698,67,175278,58,166642,62,26808,95,859218,99,7042,43,3,0,5182988,5235341.414141414,0
2023-01-06,3229858,63,1319595,64,161259,53,142524,53,25824,91,873654,101,6050,37,4,0,4885110,4836742.574257425,0
2023-01-07,2116138,78,806981,67,87215,90,85244,66,14828,102,808570,106,2297,56,5,1,3112703,2936512.2641509436,0
2023-01-08,1610764,77,628612,68,68647,83,64893,72,15157,112,739656,108,1529,56,6,1,2389602,2212594.4444444445,0
2023-01-09,3145743,61,1353638,66,173594,57,157335,58,24923,88,829372,95,6629,40,0,0,4861862,5117749.47368421,0
2023-01-10,3469177,67,1412543,69,196817,65,179530,67,27309,97,859974,99,7414,45,1,0,5292790,5346252.525252525,0
2023-01-11,3508962,68,1421914,69,188904,63,174349,65,27991,99,864282,99,7166,44,2,0,5329286,5383117.171717172,0
2023-01-12,3472709,68,1364715,67,188850,62,168701,63,27119,96,881579,101,7150,44,3,0,5229244,5177469.306930693,0
2023-01-13,3270020,64,1345748,66,167475,55,147885,55,26085,92,922864,106,6042,37,4,0,4963255,4682316.03773585,0
2023-01-14,2072387,77,785952,66,84718,87,83565,64,15407,106,817979,107,2059,50,5,1,3044088,2844942.0560747664,0
2023-01-15,1705804,82,621041,68,72479,88,70493,78,15198,113,757778,111,1510,55,6,1,2486525,2240112.612612613,0
2023-01-16,2172218,104,884152,96,82416,100,75892,84,14617,108,812347,119,3140,115,0,0,3232435,2716331.9327731095,0
2023-01-17,3451604,67,1399573,68,193345,64,183674,68,27214,96,870650,100,7492,46,1,0,5262902,5262902.0,0
2023-01-18,3603344,70,1449590,71,198264,66,182209,68,29223,103,877542,101,7488,46,2,0,5470118,5415958.415841584,0
2023-01-19,3492226,68,1327804,65,179752,59,170122,63,26737,95,862336,99,6925,42,3,0,5203566,5256127.2727272725,0
2023-01-20,3375887,66,1383181,68,173943,58,150003,56,26548,94,915022,105,6192,38,4,0,5115754,4872146.666666667,0
2023-01-21,2137169,79,823236,69,88435,91,84763,65,15580,107,826850,108,2058,50,5,1,3151241,2917815.7407407407,0
2023-01-22,1593386,76,611151,67,64883,78,61728,68,14721,109,744230,109,1479,54,6,1,2347348,2153530.2752293576,0
2023-01-23,3135214,61,1281037,63,172927,57,155439,58,25087,89,809261,93,6210,38,0,0,4775914,5135391.397849462,0
2023-01-24,3566756,69,1410676,69,196319,65,182127,68,27701,98,863886,99,7335,45,1,0,5390914,5445367.676767677,0
2023-01-25,3511071,68,1342717,66,188247,62,171748,64,26738,95,815210,94,6937,42,2,0,5247458,5582402.127659575,0
2023-01-26,3629029,71,1408545,69,190219,63,173696,65,27061,96,890830,103,7093,43,3,0,5435643,5277323.300970874,0
2023-01-27,3335372,65,1341589,66,178881,59,149763,56,26826,95,920095,106,6051,37,4,0,5038482,4753284.905660377,0
2023-01-28,2248107,83,861680,72,98609,101,89845,69,15577,107,841863,110,2333,57,5,1,3316151,3014682.7272727275,0
2023-01-29,1637398,78,647923,71,73109,88,65422,72,15371,114,764625,112,1694,62,6,1,2440917,2179390.1785714286,0
2023-01-30,3223530,63,1371537,67,180476,60,159176,59,25676,91,850406,98,6624,40,0,0,4967019,5068386.734693877,0
2023-01-31,3654404,71,1365926,67,198755,66,183484,68,27308,97,852930,98,7593,46,1,0,5437470,5548438.775510204,0
2023-02-01,3682758,68,1460146,68,184043,61,169846,63,28492,97,868518,98,7588,47,2,0,5532873,5645788.775510204,0
2023-02-02,3699932,68,1478477,69,187799,62,169864,63,27917,95,894790,101,7457,46,3,0,5571446,5516283.168316832,0
2023-02-03,3189550,59,1246821,58,158579,52,135908,50,26238,89,887417,100,5819,36,4,0,4762915,4762915.0,0
2023-02-04,1742435,61,598818,47,69433,74,64032,49,13439,83,737000,89,1555,36,5,1,2489712,2797429.213483146,0
2023-02-05,1625375,74,650623,67,69379,89,62639,69,15413,91,758529,101,1522,54,6,1,2424951,2400941.584158416,0
2023-02-06,3372445,62,1431232,67,181320,60,157813,59,26639,91,849008,96,7068,44,0,0,5176517,5392205.208333334,0
2023-02-07,3738539,69,1491417,69,201438,67,183389,68,28688,97,867827,98,7736,48,1,0,5651207,5766537.75510204,0
2023-02-08,3780682,70,1513135,70,197370,65,180852,67,29653,101,884755,100,7647,47,2,0,5709339,5709339.0,0
2023-02-09,3754859,69,1462622,68,193326,64,172507,64,28515,97,909007,103,7403,46,3,0,5619232,5455565.048543689,0
2023-02-10,3539529,65,1422781,66,179637,59,154760,57,28094,95,947991,107,6477,40,4,0,5331278,4982502.803738317,0
2023-02-11,2333625,81,865782,68,94434,101,88281,67,16638,102,865505,104,1615,38,5,1,3400375,3269591.346153846,0
2023-02-12,1746099,80,659496,68,67457,86,63383,69,16305,97,749533,99,1227,44,6,1,2553967,2579764.6464646463,0
2023-02-13,3303337,61,1381524,64,180002,59,159741,59,25900,88,854394,97,6188,38,0,0,5056692,5213084.5360824745,0
2023-02-14,3812943,70,1480867,69,200327,66,179811,67,29001,99,897813,102,7557,47,1,0,5710506,5598535.294117647,0
2023-02-15,3762817,69,1499155,70,197344,65,181992,68,29119,99,904926,102,7491,46,2,0,5677918,5566586.274509804,0
2023-02-16,3683782,68,1461093,68,189802,63,172189,64,28364,96,915758,104,7318,45,3,0,5542548,5329373.076923077,0
2023-02-17,3253165,60,1315466,61,172113,57,150151,56,26759,91,936689,106,5892,36,4,0,4923546,4644854.716981132,0
2023-02-18,2271106,79,822505,65,91478,98,93213,71,15612,96,860646,103,1266,30,5,1,3295180,3199203.883495146,0
2023-02-19,1824136,83,639980,66,75448,97,75064,82,16165,96,784650,104,959,34,6,1,2631752,2530530.769230769,0
2023-02-20,2238557,102,929439,95,90371,116,79984,88,14818,88,809578,107,1547,55,0,0,3354716,3135248.5981308413,0
2023-02-21,3325542,61,1273578,59,194967,64,174283,65,27224,93,864047,98,6525,40,1,0,5002119,5104203.0612244895,0
2023-02-22,3454362,64,1305744,61,193753,64,171187,64,27895,95,869960,98,6538,40,2,0,5159479,5264774.489795919,0
2023-02-23,3498367,64,1328927,62,188438,62,167193,62,27336,93,906322,103,6695,41,3,0,5216956,5065005.825242718,0
2023-02-24,3246699,60,1246797,58,179793,59,153058,57,26077,89,928057,105,5551,34,4,0,4857975,4626642.857142857,0
