date,service,total_ridership
2022-10-07,lirr,204261.0
2022-10-07,metro_north,166955.0
2022-10-07,staten_island_railway,6865.0
2022-10-07,subway,3591080.0
2022-10-08,access_a_ride,15448.0
2022-10-08,bridges_and_tunnels,965140.0
2022-10-08,bus,888506.0
2022-10-08,lirr,114687.0
2022-10-08,metro_north,110122.0
2022-10-08,staten_island_railway,1975.0
2022-10-08,subway,2397249.0
2022-10-09,access_a_ride,14776.0
2022-10-09,bridges_and_tunnels,911141.0
2022-10-09,bus,691656.0
2022-10-09,lirr,97984.0
2022-10-09,metro_north,88783.0
2022-10-09,staten_island_railway,2200.0
2022-10-09,subway,1917721.0
2022-10-10,access_a_ride,17806.0
2022-10-10,bridges_and_tunnels,845129.0
2022-10-10,bus,1034288.0
2022-10-10,lirr,163310.0
2022-10-10,metro_north,152488.0
2022-10-10,staten_island_railway,4220.0
2022-10-10,subway,2556722.0
2022-10-11,access_a_ride,26435.0
2022-10-11,bridges_and_tunnels,899509.0
2022-10-11,bus,1521587.0
2022-10-11,lirr,203885.0
2022-10-11,metro_north,192887.0
2022-10-11,staten_island_railway,7841.0
2022-10-11,subway,3649405.0
2022-10-12,access_a_ride,28193.0
2022-10-12,bridges_and_tunnels,945786.0
2022-10-12,bus,1554226.0
2022-10-12,lirr,203866.0
2022-10-12,metro_north,185488.0
2022-10-12,staten_island_railway,7820.0
2022-10-12,subway,3776129.0
2022-10-13,access_a_ride,26422.0
2022-10-13,bridges_and_tunnels,935038.0
2022-10-13,bus,1463795.0
2022-10-13,lirr,195360.0
2022-10-13,metro_north,173174.0
2022-10-13,staten_island_railway,7593.0
2022-10-13,subway,3682799.0
2022-10-14,access_a_ride,26877.0
2022-10-14,bridges_and_tunnels,1000719.0
2022-10-14,bus,1468602.0
2022-10-14,lirr,186594.0
2022-10-14,metro_north,170188.0
2022-10-14,staten_island_railway,6877.0
2022-10-14,subway,3578772.0
2022-10-15,access_a_ride,15945.0
2022-10-15,bridges_and_tunnels,964859.0
2022-10-15,bus,914771.0
2022-10-15,lirr,100804.0
2022-10-15,metro_north,108230.0
2022-10-15,staten_island_railway,1897.0
2022-10-15,subway,2363501.0
2022-10-16,access_a_ride,15338.0
2022-10-16,bridges_and_tunnels,898969.0
2022-10-16,bus,705073.0
2022-10-16,lirr,80395.0
2022-10-16,metro_north,85438.0
2022-10-16,staten_island_railway,1385.0
2022-10-16,subway,1773903.0
2022-10-17,access_a_ride,24045.0
2022-10-17,bridges_and_tunnels,860596.0
2022-10-17,bus,1430672.0
2022-10-17,lirr,182855.0
2022-10-17,metro_north,170716.0
2022-10-17,staten_island_railway,6952.0
2022-10-17,subway,3314497.0
2022-10-18,access_a_ride,26135.0
2022-10-18,bridges_and_tunnels,894481.0
2022-10-18,bus,1510826.0
2022-10-18,lirr,199026.0
2022-10-18,metro_north,191540.0
2022-10-18,staten_island_railway,7917.0
2022-10-18,subway,3693627.0
2022-10-19,access_a_ride,28002.0
2022-10-19,bridges_and_tunnels,916246.0
2022-10-19,bus,1545140.0
2022-10-19,lirr,202921.0
2022-10-19,metro_north,185202.0
2022-10-19,staten_island_railway,7934.0
2022-10-19,subway,3814404.0
2022-10-20,access_a_ride,27649.0
2022-10-20,bridges_and_tunnels,970479.0
2022-10-20,bus,1532692.0
2022-10-20,lirr,201886.0
2022-10-20,metro_north,180234.0
2022-10-20,staten_island_railway,7784.0
2022-10-20,subway,3810901.0
2022-10-21,access_a_ride,26385.0
2022-10-21,bridges_and_tunnels,997993.0
2022-10-21,bus,1452280.0
2022-10-21,lirr,185797.0
2022-10-21,metro_north,166539.0
2022-10-21,staten_island_railway,6848.0
2022-10-21,subway,3570334.0
2022-10-22,access_a_ride,15832.0
2022-10-22,bridges_and_tunnels,970862.0
2022-10-22,bus,916539.0
2022-10-22,lirr,97921.0
2022-10-22,metro_north,122863.0
2022-10-22,staten_island_railway,90.0
2022-10-22,subway,2430406.0
2022-10-23,access_a_ride,14434.0
2022-10-23,bridges_and_tunnels,872119.0
2022-10-23,bus,668183.0
2022-10-23,lirr,76024.0
2022-10-23,metro_north,83665.0
2022-10-23,staten_island_railway,19.0
2022-10-23,subway,1740520.0
2022-10-24,access_a_ride,24643.0
2022-10-24,bridges_and_tunnels,887372.0
2022-10-24,bus,1432728.0
2022-10-24,lirr,182390.0
2022-10-24,metro_north,161772.0
2022-10-24,staten_island_railway,6929.0
2022-10-24,subway,3357840.0
2022-10-25,access_a_ride,27080.0
2022-10-25,bridges_and_tunnels,903935.0
2022-10-25,bus,1512725.0
2022-10-25,lirr,200671.0
2022-10-25,metro_north,183507.0
2022-10-25,staten_island_railway,7864.0
2022-10-25,subway,3712582.0
2022-10-26,access_a_ride,27891.0
2022-10-26,bridges_and_tunnels,932571.0
2022-10-26,bus,1539557.0
2022-10-26,lirr,201843.0
2022-10-26,metro_north,181254.0
2022-10-26,staten_island_railway,7978.0
2022-10-26,subway,3794534.0
2022-10-27,access_a_ride,28035.0
2022-10-27,bridges_and_tunnels,971657.0
2022-10-27,bus,1543031.0
2022-10-27,lirr,196789.0
2022-10-27,metro_north,179032.0
2022-10-27,staten_island_railway,7848.0
2022-10-27,subway,3892985.0
2022-10-28,access_a_ride,26237.0
2022-10-28,bridges_and_tunnels,992291.0
2022-10-28,bus,1455834.0
2022-10-28,lirr,179633.0
2022-10-28,metro_north,159109.0
2022-10-28,staten_island_railway,6647.0
2022-10-28,subway,3624748.0
2022-10-29,access_a_ride,15778.0
2022-10-29,bridges_and_tunnels,949043.0
2022-10-29,bus,912721.0
2022-10-29,lirr,86888.0
2022-10-29,metro_north,102975.0
2022-10-29,staten_island_railway,42.0
2022-10-29,subway,2440601.0
2022-10-30,access_a_ride,15324.0
2022-10-30,bridges_and_tunnels,903170.0
2022-10-30,bus,711004.0
2022-10-30,lirr,69358.0
2022-10-30,metro_north,80576.0
2022-10-30,staten_island_railway,5.0
2022-10-30,subway,1875953.0
2022-10-31,access_a_ride,24178.0
2022-10-31,bridges_and_tunnels,862337.0
2022-10-31,bus,1394453.0
2022-10-31,lirr,177547.0
2022-10-31,metro_north,157055.0
2022-10-31,staten_island_railway,6759.0
2022-10-31,subway,3410892.0
2022-11-01,access_a_ride,26993.0
2022-11-01,bridges_and_tunnels,911552.0
2022-11-01,bus,1501329.0
2022-11-01,lirr,196102.0
2022-11-01,metro_north,178425.0
2022-11-01,staten_island_railway,7756.0
2022-11-01,subway,3706707.0
2022-11-02,access_a_ride,28493.0
2022-11-02,bridges_and_tunnels,918835.0
2022-11-02,bus,1549724.0
2022-11-02,lirr,198277.0
2022-11-02,metro_north,181158.0
2022-11-02,staten_island_railway,7788.0
2022-11-02,subway,3788123.0
2022-11-03,access_a_ride,28364.0
2022-11-03,bridges_and_tunnels,941513.0
2022-11-03,bus,1521975.0
2022-11-03,lirr,197940.0
2022-11-03,metro_north,178498.0
2022-11-03,staten_island_railway,7676.0
2022-11-03,subway,3802455.0
2022-11-04,access_a_ride,27340.0
2022-11-04,bridges_and_tunnels,975347.0
2022-11-04,bus,1459619.0
2022-11-04,lirr,180084.0
2022-11-04,metro_north,161378.0
2022-11-04,staten_island_railway,6813.0
2022-11-04,subway,3586358.0
2022-11-05,access_a_ride,16790.0
2022-11-05,bridges_and_tunnels,940206.0
2022-11-05,bus,918127.0
2022-11-05,lirr,96845.0
2022-11-05,metro_north,110793.0
2022-11-05,staten_island_railway,2628.0
2022-11-05,subway,2449943.0
2022-11-06,access_a_ride,13926.0
2022-11-06,bridges_and_tunnels,779295.0
2022-11-06,bus,648085.0
2022-11-06,lirr,92648.0
2022-11-06,metro_north,94517.0
2022-11-06,staten_island_railway,3122.0
2022-11-06,subway,2116063.0
2022-11-07,access_a_ride,26193.0
2022-11-07,bridges_and_tunnels,901997.0
2022-11-07,bus,1478731.0
2022-11-07,lirr,190295.0
2022-11-07,metro_north,168401.0
2022-11-07,staten_island_railway,7365.0
2022-11-07,subway,3456868.0
2022-11-08,access_a_ride,25939.0
2022-11-08,bridges_and_tunnels,888462.0
2022-11-08,bus,1356894.0
2022-11-08,lirr,201028.0
2022-11-08,metro_north,183142.0
2022-11-08,staten_island_railway,6463.0
2022-11-08,subway,3431700.0
2022-11-09,access_a_ride,28589.0
2022-11-09,bridges_and_tunnels,921392.0
2022-11-09,bus,1517250.0
2022-11-09,lirr,199030.0
2022-11-09,metro_north,180581.0
2022-11-09,staten_island_railway,7722.0
2022-11-09,subway,3772030.0
2022-11-10,access_a_ride,28385.0
2022-11-10,bridges_and_tunnels,976695.0
2022-11-10,bus,1516812.0
2022-11-10,lirr,203722.0
2022-11-10,metro_north,180584.0
2022-11-10,staten_island_railway,7749.0
2022-11-10,subway,3802230.0
2022-11-11,access_a_ride,20634.0
2022-11-11,bridges_and_tunnels,870209.0
2022-11-11,bus,1077574.0
2022-11-11,lirr,172756.0
2022-11-11,metro_north,154511.0
2022-11-11,staten_island_railway,4558.0
2022-11-11,subway,2994708.0
2022-11-12,access_a_ride,15153.0
2022-11-12,bridges_and_tunnels,889070.0
2022-11-12,bus,893837.0
2022-11-12,lirr,94911.0
2022-11-12,metro_north,106101.0
2022-11-12,staten_island_railway,2262.0
2022-11-12,subway,2431419.0
2022-11-13,access_a_ride,15544.0
2022-11-13,bridges_and_tunnels,859975.0
2022-11-13,bus,662034.0
2022-11-13,lirr,76869.0
2022-11-13,metro_north,76460.0
2022-11-13,staten_island_railway,1658.0
2022-11-13,subway,1794024.0
2022-11-14,access_a_ride,25728.0
2022-11-14,bridges_and_tunnels,889804.0
2022-11-14,bus,1441705.0
2022-11-14,lirr,181582.0
2022-11-14,metro_north,165573.0
2022-11-14,staten_island_railway,7135.0
2022-11-14,subway,3401075.0
2022-11-15,access_a_ride,28155.0
2022-11-15,bridges_and_tunnels,903257.0
2022-11-15,bus,1483782.0
2022-11-15,lirr,196179.0
2022-11-15,metro_north,182790.0
2022-11-15,staten_island_railway,7776.0
2022-11-15,subway,3713627.0
2022-11-16,access_a_ride,28574.0
2022-11-16,bridges_and_tunnels,912685.0
2022-11-16,bus,1484607.0
2022-11-16,lirr,194893.0
2022-11-16,metro_north,179233.0
2022-11-16,staten_island_railway,7589.0
2022-11-16,subway,3751773.0
2022-11-17,access_a_ride,28778.0
2022-11-17,bridges_and_tunnels,962670.0
2022-11-17,bus,1493119.0
2022-11-17,lirr,193797.0
2022-11-17,metro_north,178147.0
2022-11-17,staten_island_railway,7633.0
2022-11-17,subway,3797815.0
2022-11-18,access_a_ride,27236.0
2022-11-18,bridges_and_tunnels,981421.0
2022-11-18,bus,1412974.0
2022-11-18,lirr,183576.0
2022-11-18,metro_north,161777.0
2022-11-18,staten_island_railway,6546.0
2022-11-18,subway,3539202.0
2022-11-19,access_a_ride,16076.0
2022-11-19,bridges_and_tunnels,929687.0
2022-11-19,bus,864766.0
2022-11-19,lirr,97654.0
2022-11-19,metro_north,101076.0
2022-11-19,staten_island_railway,1630.0
2022-11-19,subway,2323449.0
2022-11-20,access_a_ride,15556.0
2022-11-20,bridges_and_tunnels,830876.0
2022-11-20,bus,645986.0
2022-11-20,lirr,74524.0
2022-11-20,metro_north,74870.0
2022-11-20,staten_island_railway,1079.0
2022-11-20,subway,1721187.0
2022-11-21,access_a_ride,25766.0
2022-11-21,bridges_and_tunnels,896487.0
2022-11-21,bus,1393031.0
2022-11-21,lirr,185570.0
2022-11-21,metro_north,166517.0
2022-11-21,staten_island_railway,7017.0
2022-11-21,subway,3363626.0
2022-11-22,access_a_ride,27957.0
2022-11-22,bridges_and_tunnels,982740.0
2022-11-22,bus,1447618.0
2022-11-22,lirr,200264.0
2022-11-22,metro_north,183771.0
2022-11-22,staten_island_railway,7462.0
2022-11-22,subway,3548882.0
2022-11-23,access_a_ride,25032.0
2022-11-23,bridges_and_tunnels,983719.0
2022-11-23,bus,1358016.0
2022-11-23,lirr,210438.0
2022-11-23,metro_north,184135.0
2022-11-23,staten_island_railway,6862.0
2022-11-23,subway,3263998.0
2022-11-24,access_a_ride,18369.0
2022-11-24,bridges_and_tunnels,859064.0
2022-11-24,bus,515903.0
2022-11-24,lirr,90771.0
2022-11-24,metro_north,90057.0
2022-11-24,staten_island_railway,2006.0
2022-11-24,subway,1382266.0
2022-11-25,access_a_ride,12834.0
2022-11-25,bridges_and_tunnels,766290.0
2022-11-25,bus,842892.0
2022-11-25,lirr,163354.0
2022-11-25,metro_north,148368.0
2022-11-25,staten_island_railway,3361.0
2022-11-25,subway,2058658.0
2022-11-26,access_a_ride,12576.0
2022-11-26,bridges_and_tunnels,852829.0
2022-11-26,bus,781665.0
2022-11-26,lirr,105304.0
2022-11-26,metro_north,106685.0
2022-11-26,staten_island_railway,2286.0
2022-11-26,subway,1999608.0
2022-11-27,access_a_ride,13063.0
2022-11-27,bridges_and_tunnels,814703.0
2022-11-27,bus,562073.0
2022-11-27,lirr,79973.0
2022-11-27,metro_north,76680.0
2022-11-27,staten_island_railway,1408.0
2022-11-27,subway,1476228.0
2022-11-28,access_a_ride,24969.0
2022-11-28,bridges_and_tunnels,904337.0
2022-11-28,bus,1397963.0
2022-11-28,lirr,186710.0
2022-11-28,metro_north,163694.0
2022-11-28,staten_island_railway,7120.0
2022-11-28,subway,3265971.0
2022-11-29,access_a_ride,27009.0
2022-11-29,bridges_and_tunnels,891057.0
2022-11-29,bus,1455294.0
2022-11-29,lirr,192494.0
2022-11-29,metro_north,181370.0
2022-11-29,staten_island_railway,7510.0
2022-11-29,subway,3596894.0
2022-11-30,access_a_ride,26469.0
2022-11-30,bridges_and_tunnels,857882.0
2022-11-30,bus,1356729.0
2022-11-30,lirr,189152.0
2022-11-30,metro_north,177367.0
2022-11-30,staten_island_railway,7204.0
2022-11-30,subway,3568413.0
2022-12-01,access_a_ride,27018.0
2022-12-01,bridges_and_tunnels,931376.0
2022-12-01,bus,1459934.0
2022-12-01,lirr,181825.0
2022-12-01,metro_north,166856.0
2022-12-01,staten_island_railway,7538.0
2022-12-01,subway,3770495.0
2022-12-02,access_a_ride,27007.0
2022-12-02,bridges_and_tunnels,933219.0
2022-12-02,bus,1395642.0
2022-12-02,lirr,172860.0
2022-12-02,metro_north,152746.0
2022-12-02,staten_island_railway,6576.0
2022-12-02,subway,3600504.0
2022-12-03,access_a_ride,15540.0
2022-12-03,bridges_and_tunnels,815868.0
2022-12-03,bus,760109.0
2022-12-03,lirr,87730.0
2022-12-03,metro_north,89976.0
2022-12-03,staten_island_railway,1467.0
2022-12-03,subway,2291687.0
2022-12-04,access_a_ride,15763.0
2022-12-04,bridges_and_tunnels,804122.0
2022-12-04,bus,681713.0
2022-12-04,lirr,81381.0
2022-12-04,metro_north,80173.0
2022-12-04,staten_island_railway,1266.0
2022-12-04,subway,1990479.0
2022-12-05,access_a_ride,26409.0
2022-12-05,bridges_and_tunnels,873767.0
2022-12-05,bus,1429308.0
2022-12-05,lirr,183238.0
2022-12-05,metro_north,164873.0
2022-12-05,staten_island_railway,7013.0
2022-12-05,subway,3481640.0
2022-12-06,access_a_ride,27305.0
2022-12-06,bridges_and_tunnels,878388.0
2022-12-06,bus,1414979.0
2022-12-06,lirr,195892.0
2022-12-06,metro_north,178862.0
2022-12-06,staten_island_railway,7447.0
2022-12-06,subway,3753299.0
2022-12-07,access_a_ride,27941.0
2022-12-07,bridges_and_tunnels,899007.0
2022-12-07,bus,1442871.0
2022-12-07,lirr,194436.0
2022-12-07,metro_north,178345.0
2022-12-07,staten_island_railway,7526.0
2022-12-07,subway,3835333.0
2022-12-08,access_a_ride,28292.0
2022-12-08,bridges_and_tunnels,948091.0
2022-12-08,bus,1480877.0
2022-12-08,lirr,192958.0
2022-12-08,metro_north,182314.0
2022-12-08,staten_island_railway,7541.0
2022-12-08,subway,3931499.0
2022-12-09,access_a_ride,26213.0
2022-12-09,bridges_and_tunnels,964167.0
2022-12-09,bus,1386473.0
2022-12-09,lirr,185104.0
2022-12-09,metro_north,165147.0
2022-12-09,staten_island_railway,6379.0
2022-12-09,subway,3710928.0
2022-12-10,access_a_ride,16232.0
2022-12-10,bridges_and_tunnels,900034.0
2022-12-10,bus,869320.0
2022-12-10,lirr,112142.0
2022-12-10,metro_north,119858.0
2022-12-10,staten_island_railway,1873.0
2022-12-10,subway,2663493.0
2022-12-11,access_a_ride,14949.0
2022-12-11,bridges_and_tunnels,777867.0
2022-12-11,bus,618870.0
2022-12-11,lirr,77607.0
2022-12-11,metro_north,74273.0
2022-12-11,staten_island_railway,1103.0
2022-12-11,subway,1865579.0
2022-12-12,access_a_ride,25771.0
2022-12-12,bridges_and_tunnels,876300.0
2022-12-12,bus,1384864.0
2022-12-12,lirr,182973.0
2022-12-12,metro_north,163516.0
2022-12-12,staten_island_railway,6838.0
2022-12-12,subway,3466978.0
2022-12-13,access_a_ride,28234.0
2022-12-13,bridges_and_tunnels,908198.0
2022-12-13,bus,1437228.0
2022-12-13,lirr,197613.0
2022-12-13,metro_north,183214.0
2022-12-13,staten_island_railway,7570.0
2022-12-13,subway,3763568.0
2022-12-14,access_a_ride,29081.0
2022-12-14,bridges_and_tunnels,940858.0
2022-12-14,bus,1435020.0
2022-12-14,lirr,196921.0
2022-12-14,metro_north,183484.0
2022-12-14,staten_island_railway,7400.0
2022-12-14,subway,3777173.0
2022-12-15,access_a_ride,27034.0
2022-12-15,bridges_and_tunnels,931870.0
2022-12-15,bus,1363160.0
2022-12-15,lirr,191261.0
2022-12-15,metro_north,173709.0
2022-12-15,staten_island_railway,7001.0
2022-12-15,subway,3726154.0
2022-12-16,access_a_ride,24074.0
2022-12-16,bridges_and_tunnels,917332.0
2022-12-16,bus,1221634.0
2022-12-16,lirr,170615.0
2022-12-16,metro_north,151244.0
2022-12-16,staten_island_railway,5823.0
2022-12-16,subway,3270016.0
2022-12-17,access_a_ride,16788.0
2022-12-17,bridges_and_tunnels,933667.0
2022-12-17,bus,884283.0
2022-12-17,lirr,114272.0
2022-12-17,metro_north,123286.0
2022-12-17,staten_island_railway,2071.0
2022-12-17,subway,2577771.0
2022-12-18,access_a_ride,16036.0
2022-12-18,bridges_and_tunnels,842911.0
2022-12-18,bus,668994.0
2022-12-18,lirr,87146.0
2022-12-18,metro_north,87425.0
2022-12-18,staten_island_railway,1487.0
2022-12-18,subway,1967199.0
2022-12-19,access_a_ride,25529.0
2022-12-19,bridges_and_tunnels,886717.0
2022-12-19,bus,1352455.0
2022-12-19,lirr,178278.0
2022-12-19,metro_north,159383.0
2022-12-19,staten_island_railway,6591.0
2022-12-19,subway,3381411.0
2022-12-20,access_a_ride,27148.0
2022-12-20,bridges_and_tunnels,923333.0
2022-12-20,bus,1398728.0
2022-12-20,lirr,191991.0
2022-12-20,metro_north,173346.0
2022-12-20,staten_island_railway,7046.0
2022-12-20,subway,3586084.0
2022-12-21,access_a_ride,28480.0
2022-12-21,bridges_and_tunnels,953676.0
2022-12-21,bus,1393290.0
2022-12-21,lirr,191684.0
2022-12-21,metro_north,168379.0
2022-12-21,staten_island_railway,6993.0
2022-12-21,subway,3563236.0
2022-12-22,access_a_ride,25244.0
2022-12-22,bridges_and_tunnels,936662.0
2022-12-22,bus,1269330.0
2022-12-22,lirr,177675.0
2022-12-22,metro_north,147366.0
2022-12-22,staten_island_railway,5728.0
2022-12-22,subway,3187083.0
2022-12-23,access_a_ride,20359.0
2022-12-23,bridges_and_tunnels,812831.0
2022-12-23,bus,1057686.0
2022-12-23,lirr,163716.0
2022-12-23,metro_north,138857.0
2022-12-23,staten_island_railway,4523.0
2022-12-23,subway,2738016.0
2022-12-24,access_a_ride,12759.0
2022-12-24,bridges_and_tunnels,746316.0
2022-12-24,bus,497129.0
2022-12-24,lirr,61701.0
2022-12-24,metro_north,60373.0
2022-12-24,staten_island_railway,1304.0
2022-12-24,subway,1411469.0
2022-12-25,access_a_ride,13709.0
2022-12-25,bridges_and_tunnels,730783.0
2022-12-25,bus,321245.0
2022-12-25,lirr,51896.0
2022-12-25,metro_north,47454.0
2022-12-25,staten_island_railway,1005.0
2022-12-25,subway,1008452.0
2022-12-26,access_a_ride,9327.0
2022-12-26,bridges_and_tunnels,764686.0
2022-12-26,bus,644828.0
2022-12-26,lirr,87401.0
2022-12-26,metro_north,89137.0
2022-12-26,staten_island_railway,2214.0
2022-12-26,subway,1812842.0
2022-12-27,access_a_ride,21363.0
2022-12-27,bridges_and_tunnels,881989.0
2022-12-27,bus,1027687.0
2022-12-27,lirr,178880.0
2022-12-27,metro_north,156503.0
2022-12-27,staten_island_railway,5228.0
2022-12-27,subway,2729514.0
2022-12-28,access_a_ride,23571.0
2022-12-28,bridges_and_tunnels,891790.0
2022-12-28,bus,1088279.0
2022-12-28,lirr,182226.0
2022-12-28,metro_north,163499.0
2022-12-28,staten_island_railway,5407.0
2022-12-28,subway,2947028.0
2022-12-29,access_a_ride,23200.0
2022-12-29,bridges_and_tunnels,916565.0
2022-12-29,bus,1099513.0
2022-12-29,lirr,189075.0
2022-12-29,metro_north,167129.0
2022-12-29,staten_island_railway,5597.0
2022-12-29,subway,3039432.0
2022-12-30,access_a_ride,22951.0
2022-12-30,bridges_and_tunnels,926881.0
2022-12-30,bus,1087122.0
2022-12-30,lirr,193989.0
2022-12-30,metro_north,176215.0
2022-12-30,staten_island_railway,5338.0
2022-12-30,subway,3063480.0
2022-12-31,access_a_ride,14090.0
2022-12-31,bridges_and_tunnels,686434.0
2022-12-31,bus,651474.0
2022-12-31,lirr,81590.0
2022-12-31,metro_north,81198.0
2022-12-31,staten_island_railway,1847.0
2022-12-31,subway,1927101.0
2023-01-01,access_a_ride,11476.0
2023-01-01,bridges_and_tunnels,737533.0
2023-01-01,bus,475226.0
2023-01-01,lirr,67722.0
2023-01-01,metro_north,66309.0
2023-01-01,staten_island_railway,1771.0
2023-01-01,subway,1675507.0
2023-01-02,access_a_ride,10136.0
2023-01-02,bridges_and_tunnels,692984.0
2023-01-02,bus,739507.0
2023-01-02,lirr,76247.0
2023-01-02,metro_north,72403.0
2023-01-02,staten_island_railway,2671.0
2023-01-02,subway,1938154.0
2023-01-03,access_a_ride,24868.0
2023-01-03,bridges_and_tunnels,815532.0
2023-01-03,bus,1268913.0
2023-01-03,lirr,179109.0
2023-01-03,metro_north,167136.0
2023-01-03,staten_island_railway,6853.0
2023-01-03,subway,3175777.0
2023-01-04,access_a_ride,26848.0
2023-01-04,bridges_and_tunnels,839120.0
2023-01-04,bus,1391449.0
2023-01-04,lirr,182834.0
2023-01-04,metro_north,170847.0
2023-01-04,staten_island_railway,7282.0
2023-01-04,subway,3413052.0
2023-01-05,access_a_ride,26808.0
2023-01-05,bridges_and_tunnels,859218.0
2023-01-05,bus,1378698.0
2023-01-05,lirr,175278.0
2023-01-05,metro_north,166642.0
2023-01-05,staten_island_railway,7042.0
2023-01-05,subway,3428520.0
2023-01-06,access_a_ride,25824.0
2023-01-06,bridges_and_tunnels,873654.0
2023-01-06,bus,1319595.0
2023-01-06,lirr,161259.0
2023-01-06,metro_north,142524.0
2023-01-06,staten_island_railway,6050.0
2023-01-06,subway,3229858.0
2023-01-07,access_a_ride,14828.0
2023-01-07,bridges_and_tunnels,808570.0
2023-01-07,bus,806981.0
2023-01-07,lirr,87215.0
2023-01-07,metro_north,85244.0
2023-01-07,staten_island_railway,2297.0
2023-01-07,subway,2116138.0
2023-01-08,access_a_ride,15157.0
2023-01-08,bridges_and_tunnels,739656.0
2023-01-08,bus,628612.0
2023-01-08,lirr,68647.0
2023-01-08,metro_north,64893.0
2023-01-08,staten_island_railway,1529.0
2023-01-08,subway,1610764.0
2023-01-09,access_a_ride,24923.0
2023-01-09,bridges_and_tunnels,829372.0
2023-01-09,bus,1353638.0
2023-01-09,lirr,173594.0
2023-01-09,metro_north,157335.0
2023-01-09,staten_island_railway,6629.0
2023-01-09,subway,3145743.0
2023-01-10,access_a_ride,27309.0
2023-01-10,bridges_and_tunnels,859974.0
2023-01-10,bus,1412543.0
2023-01-10,lirr,196817.0
2023-01-10,metro_north,179530.0
2023-01-10,staten_island_railway,7414.0
2023-01-10,subway,3469177.0
2023-01-11,access_a_ride,27991.0
2023-01-11,bridges_and_tunnels,864282.0
2023-01-11,bus,1421914.0
2023-01-11,lirr,188904.0
2023-01-11,metro_north,174349.0
2023-01-11,staten_island_railway,7166.0
2023-01-11,subway,3508962.0
2023-01-12,access_a_ride,27119.0
2023-01-12,bridges_and_tunnels,881579.0
2023-01-12,bus,1364715.0
2023-01-12,lirr,188850.0
2023-01-12,metro_north,168701.0
2023-01-12,staten_island_railway,7150.0
2023-01-12,subway,3472709.0
2023-01-13,access_a_ride,26085.0
2023-01-13,bridges_and_tunnels,922864.0
2023-01-13,bus,1345748.0
2023-01-13,lirr,167475.0
2023-01-13,metro_north,147885.0
2023-01-13,staten_island_railway,6042.0
2023-01-13,subway,3270020.0
2023-01-14,access_a_ride,15407.0
2023-01-14,bridges_and_tunnels,817979.0
2023-01-14,bus,785952.0
2023-01-14,lirr,84718.0
2023-01-14,metro_north,83565.0
2023-01-14,staten_island_railway,2059.0
2023-01-14,subway,2072387.0
2023-01-15,access_a_ride,15198.0
2023-01-15,bridges_and_tunnels,757778.0
2023-01-15,bus,621041.0
2023-01-15,lirr,72479.0
2023-01-15,metro_north,70493.0
2023-01-15,staten_island_railway,1510.0
2023-01-15,subway,1705804.0
2023-01-16,access_a_ride,14617.0
2023-01-16,bridges_and_tunnels,812347.0
2023-01-16,bus,884152.0
2023-01-16,lirr,82416.0
2023-01-16,metro_north,75892.0
2023-01-16,staten_island_railway,3140.0
2023-01-16,subway,2172218.0
2023-01-17,access_a_ride,27214.0
2023-01-17,bridges_and_tunnels,870650.0
2023-01-17,bus,1399573.0
2023-01-17,lirr,193345.0
2023-01-17,metro_north,183674.0
2023-01-17,staten_island_railway,7492.0
2023-01-17,subway,3451604.0
2023-01-18,access_a_ride,29223.0
2023-01-18,bridges_and_tunnels,877542.0
2023-01-18,bus,1449590.0
2023-01-18,lirr,198264.0
2023-01-18,metro_north,182209.0
2023-01-18,staten_island_railway,7488.0
2023-01-18,subway,3603344.0
2023-01-19,access_a_ride,26737.0
2023-01-19,bridges_and_tunnels,862336.0
2023-01-19,bus,1327804.0
2023-01-19,lirr,179752.0
2023-01-19,metro_north,170122.0
2023-01-19,staten_island_railway,6925.0
2023-01-19,subway,3492226.0
2023-01-20,access_a_ride,26548.0
2023-01-20,bridges_and_tunnels,915022.0
2023-01-20,bus,1383181.0
2023-01-20,lirr,173943.0
2023-01-20,metro_north,150003.0
2023-01-20,staten_island_railway,6192.0
2023-01-20,subway,3375887.0
2023-01-21,access_a_ride,15580.0
2023-01-21,bridges_and_tunnels,826850.0
2023-01-21,bus,823236.0
2023-01-21,lirr,88435.0
2023-01-21,metro_north,84763.0
2023-01-21,staten_island_railway,2058.0
2023-01-21,subway,2137169.0
2023-01-22,access_a_ride,14721.0
2023-01-22,bridges_and_tunnels,744230.0
2023-01-22,bus,611151.0
2023-01-22,lirr,64883.0
2023-01-22,metro_north,61728.0
2023-01-22,staten_island_railway,1479.0
2023-01-22,subway,1593386.0
2023-01-23,access_a_ride,25087.0
2023-01-23,bridges_and_tunnels,809261.0
2023-01-23,bus,1281037.0
2023-01-23,lirr,172927.0
2023-01-23,metro_north,155439.0
2023-01-23,staten_island_railway,6210.0
2023-01-23,subway,3135214.0
2023-01-24,access_a_ride,27701.0
2023-01-24,bridges_and_tunnels,863886.0
2023-01-24,bus,1410676.0
2023-01-24,lirr,196319.0
2023-01-24,metro_north,182127.0
2023-01-24,staten_island_railway,7335.0
2023-01-24,subway,3566756.0
2023-01-25,access_a_ride,26738.0
2023-01-25,bridges_and_tunnels,815210.0
2023-01-25,bus,1342717.0
2023-01-25,lirr,188247.0
2023-01-25,metro_north,171748.0
2023-01-25,staten_island_railway,6937.0
